

1709687683.510378284  Node Startup
1709687683.962459087 INFO /rosapi [rosapi_node:202(<module>)] [topics: /rosout] Rosapi started
1709687684.350054979 INFO /rosbridge_websocket [rosbridge_websocket:312(<module>)] [topics: /client_count, /rosout, /connected_clients] Rosbridge WebSocket server started at ws://0.0.0.0:9090
1709687694.500484943 INFO /rosbridge_websocket [autobahn_websocket.py:195(RosbridgeWebSocket.onOpen)] [topics: /client_count, /rosout, /connected_clients] Client connected.  1 clients total.
1709687696.841819047 INFO /rosbridge_websocket [protocol.py:403(RosbridgeProtocol.log)] [topics: /rosout, /client_count, /ctrl_cmd, /connected_clients] [Client 0] Subscribed to /ctrl_cmd
1709687704.401995897 INFO /rosbridge_websocket [autobahn_websocket.py:195(RosbridgeWebSocket.onOpen)] [topics: /rosout, /client_count, /ctrl_cmd, /connected_clients] Client connected.  2 clients total.
1709687710.882498025 INFO /rosbridge_websocket [autobahn_websocket.py:195(RosbridgeWebSocket.onOpen)] [topics: /rosout, /client_count, /ctrl_cmd, /image_jpeg/compressed, /connected_clients] Client connected.  3 clients total.
1709687719.802073955 INFO /rosbridge_websocket [autobahn_websocket.py:195(RosbridgeWebSocket.onOpen)] [topics: /client_count, /ctrl_cmd, /image_jpeg/compressed, /rosout, /gps, /connected_clients] Client connected.  4 clients total.
1709687752.099780082 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.131552934 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396844306
1709687752.133085012 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773467689
1709687752.134254932 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.135263919 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.149341106 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396845955
1709687752.150768041 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773467803
1709687752.151796102 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.152724981 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.165179014 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.239684756
1709687752.166642904 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773467914
1709687752.167565107 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.168535947 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.186471939 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396849199
1709687752.187912940 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773468029
1709687752.188920974 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.189918041 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.199933052 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396850737
1709687752.201373100 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773468136
1709687752.202406883 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.203289985 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.231121063 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396853958
1709687752.232517004 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773468358
1709687752.233441114 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.234283924 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.252237081 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396855619
1709687752.253618001 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773468473
1709687752.254596948 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.255609989 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.265882015 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396857213
1709687752.267220973 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773468583
1709687752.268387079 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.269273996 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.283437967 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396858862
1709687752.284734010 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773468695
1709687752.285739898 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.286818027 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.299283981 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396860423
1709687752.300985097 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773468803
1709687752.302134990 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.303256988 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.331476926 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396863633
1709687752.332817077 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773469026
1709687752.333774089 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.334686040 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.352654933 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396865249
1709687752.354075908 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773469137
1709687752.355395078 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.356374979 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.364870071 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396866899
1709687752.366226911 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773469251
1709687752.367377042 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.368444919 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.382832050 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396868482
1709687752.384308099 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773469361
1709687752.385309934 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.386339902 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.398384094 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396870087
1709687752.399629116 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773469472
1709687752.400677919 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.401628017 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.438699960 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.239687421
1709687752.440324068 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773469755
1709687752.441505908 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.442514896 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.472135066 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396877398
1709687752.473484992 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773469976
1709687752.474678039 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.475712060 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.488789081 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.239687897
1709687752.490169048 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773470083
1709687752.491394042 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.492393016 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.505773067 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396880597
1709687752.507350921 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773470196
1709687752.508430957 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.509458065 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.528323888 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396882347
1709687752.530121088 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773470318
1709687752.531255006 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.532301902 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.540270090 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396883897
1709687752.541790008 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773470425
1709687752.542833089 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.543708086 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.572561979 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.239688704
1709687752.573970079 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773470642
1709687752.574856042 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.575860023 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.594924926 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396888678
1709687752.596363067 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773470756
1709687752.597398996 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.598337888 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.607578039 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.239689035
1709687752.609075069 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.77347087
1709687752.610294103 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.611125946 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.624972105 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.23968921
1709687752.626441955 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773470991
1709687752.627456903 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.628515005 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.643870115 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.239689366
1709687752.645296096 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773471099
1709687752.646467924 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.647607088 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.674051046 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396896848
1709687752.675595998 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773471318
1709687752.676619052 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.677557945 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.690865039 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396898542
1709687752.692203998 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773471436
1709687752.693139076 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.694000959 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.707819938 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.239690017
1709687752.709264993 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773471548
1709687752.710361003 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.711364030 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.723632097 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396901908
1709687752.725063085 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773471668
1709687752.726125001 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.727072954 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.740346908 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.239690348
1709687752.741837978 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773471777
1709687752.742938995 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.743910074 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.773549079 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396906668
1709687752.775161027 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773471997
1709687752.776309967 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.777348041 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.789417982 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396908351
1709687752.790997982 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773472114
1709687752.792177915 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.793209075 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.807446002 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396910045
1709687752.808845043 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773472231
1709687752.809906959 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.810863018 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.827116012 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396911572
1709687752.828759908 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.773472336
1709687752.829680919 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.830702066 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
1709687752.847810029 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:22(gps_callback)] [topics: /rosout, /gps] latitude 37.2396913211
1709687752.849102973 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:23(gps_callback)] [topics: /rosout, /gps] longitude 126.77347245
1709687752.850245952 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:24(gps_callback)] [topics: /rosout, /gps] eastOffset 302459.942
1709687752.851317882 INFO /gps_data_listener_2125_1709687751708 [get_gps.py:25(gps_callback)] [topics: /rosout, /gps] northOffset 4122635.537
